uniprot_id,gene,protein,description
P27695,APEX1,APEX1_HUMAN,DNA-(apurinic or apyrimidinic site) lyase
P27797,CALR,CALR_HUMAN,Calreticulin
P27816,MAP4,MAP4_HUMAN,Microtubule-associated protein 4
P27824,CANX,CALX_HUMAN,Calnexin
P28066,PSMA5,PSA5_HUMAN,Proteasome subunit alpha type-5
P28070,PSMB4,PSB4_HUMAN,Proteasome subunit beta type-4
P28072,PSMB6,PSB6_HUMAN,Proteasome subunit beta type-6
P28074,PSMB5,PSB5_HUMAN,Proteasome subunit beta type-5
P28161,GSTM2,GSTM2_HUMAN,Glutathione S-transferase Mu 2
P28289,TMOD1,TMOD1_HUMAN,Tropomodulin-1
P28330,ACADL,ACADL_HUMAN,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"
P28331,NDUFS1,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
P28482,MAPK1,MK01_HUMAN,Mitogen-activated protein kinase 1
P28838,LAP3,AMPL_HUMAN,Cytosol aminopeptidase
P28906,CD34,CD34_HUMAN,Hematopoietic progenitor cell antigen CD34
P28907,CD38,CD38_HUMAN,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
P29144,TPP2,TPP2_HUMAN,Tripeptidyl-peptidase 2
P29218,IMPA1,IMPA1_HUMAN,Inositol monophosphatase 1
P29373,CRABP2,RABP2_HUMAN,Cellular retinoic acid-binding protein 2
P29401,TKT,TKT_HUMAN,Transketolase
P29692,EEF1D,EF1D_HUMAN,Elongation factor 1-delta
P29966,MARCKS,MARCS_HUMAN,Myristoylated alanine-rich C-kinase substrate
P29972,AQP1,AQP1_HUMAN,Aquaporin-1
P29992,GNA11,GNA11_HUMAN,Guanine nucleotide-binding protein subunit alpha-11
P30038,ALDH4A1,AL4A1_HUMAN,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
P30040,ERP29,ERP29_HUMAN,Endoplasmic reticulum resident protein 29
P30041,PRDX6,PRDX6_HUMAN,Peroxiredoxin-6
P30043,BLVRB,BLVRB_HUMAN,Flavin reductase (NADPH)
P30044,PRDX5,PRDX5_HUMAN,"Peroxiredoxin-5, mitochondrial"
P30046,DDT,DOPD_HUMAN,D-dopachrome decarboxylase
P30048,PRDX3,PRDX3_HUMAN,"Thioredoxin-dependent peroxide reductase, mitochondrial"
P30049,ATP5F1D,ATPD_HUMAN,"ATP synthase subunit delta, mitochondrial"
P30050,RPL12,RL12_HUMAN,60S ribosomal protein L12
P30084,ECHS1,ECHM_HUMAN,"Enoyl-CoA hydratase, mitochondrial"
P30085,CMPK1,KCY_HUMAN,UMP-CMP kinase
P30086,PEBP1,PEBP1_HUMAN,Phosphatidylethanolamine-binding protein 1
P30101,PDIA3,PDIA3_HUMAN,Protein disulfide-isomerase A3
P30153,PPP2R1A,2AAA_HUMAN,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
P30405,PPIF,PPIF_HUMAN,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
P30419,NMT1,NMT1_HUMAN,Glycylpeptide N-tetradecanoyltransferase 1
P30520,ADSS2,PURA2_HUMAN,Adenylosuccinate synthetase isozyme 2
P30533,LRPAP1,AMRP_HUMAN,Alpha-2-macroglobulin receptor-associated protein
P30536,TSPO,TSPO_HUMAN,Translocator protein
P30566,ADSL,PUR8_HUMAN,Adenylosuccinate lyase
P30622,CLIP1,CLIP1_HUMAN,CAP-Gly domain-containing linker protein 1
P30626,SRI,SORCN_HUMAN,Sorcin
P30740,SERPINB1,ILEU_HUMAN,Leukocyte elastase inhibitor
P30837,ALDH1B1,AL1B1_HUMAN,"Aldehyde dehydrogenase X, mitochondrial"
P31040,SDHA,SDHA_HUMAN,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
P31146,CORO1A,COR1A_HUMAN,Coronin-1A
P31150,GDI1,GDIA_HUMAN,Rab GDP dissociation inhibitor alpha
P31153,MAT2A,METK2_HUMAN,S-adenosylmethionine synthase isoform type-2
P31323,PRKAR2B,KAP3_HUMAN,cAMP-dependent protein kinase type II-beta regulatory subunit
P31415,CASQ1,CASQ1_HUMAN,Calsequestrin-1
P31749,AKT1,AKT1_HUMAN,RAC-alpha serine/threonine-protein kinase
P31751,AKT2,AKT2_HUMAN,RAC-beta serine/threonine-protein kinase
P31930,UQCRC1,QCR1_HUMAN,"Cytochrome b-c1 complex subunit 1, mitochondrial"
P31937,HIBADH,3HIDH_HUMAN,"3-hydroxyisobutyrate dehydrogenase, mitochondrial"
P31939,ATIC,PUR9_HUMAN,Bifunctional purine biosynthesis protein PURH
P31942,HNRNPH3,HNRH3_HUMAN,Heterogeneous nuclear ribonucleoprotein H3
P31943,HNRNPH1,HNRH1_HUMAN,Heterogeneous nuclear ribonucleoprotein H
P31946,YWHAB,1433B_HUMAN,14-3-3 protein beta/alpha
P31948,STIP1,STIP1_HUMAN,Stress-induced-phosphoprotein 1
P31949,S100A11,S10AB_HUMAN,Protein S100-A11
P32119,PRDX2,PRDX2_HUMAN,Peroxiredoxin-2
P32455,GBP1,GBP1_HUMAN,Guanylate-binding protein 1
P32456,GBP2,GBP2_HUMAN,Guanylate-binding protein 2
P32969,RPL9,RL9_HUMAN,60S ribosomal protein L9
P33121,ACSL1,ACSL1_HUMAN,Long-chain-fatty-acid--CoA ligase 1
P33176,KIF5B,KINH_HUMAN,Kinesin-1 heavy chain
P33316,DUT,DUT_HUMAN,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"
P34896,SHMT1,GLYC_HUMAN,"Serine hydroxymethyltransferase, cytosolic"
P34897,SHMT2,GLYM_HUMAN,"Serine hydroxymethyltransferase, mitochondrial"
P34913,EPHX2,HYES_HUMAN,Bifunctional epoxide hydrolase 2
P34931,HSPA1L,HS71L_HUMAN,Heat shock 70 kDa protein 1-like
P34932,HSPA4,HSP74_HUMAN,Heat shock 70 kDa protein 4
P34949,MPI,MPI_HUMAN,Mannose-6-phosphate isomerase
P35052,GPC1,GPC1_HUMAN,Glypican-1
P35080,PFN2,PROF2_HUMAN,Profilin-2
P35221,CTNNA1,CTNA1_HUMAN,Catenin alpha-1
P35237,SERPINB6,SPB6_HUMAN,Serpin B6
P35241,RDX,RADI_HUMAN,Radixin
P35244,RPA3,RFA3_HUMAN,Replication protein A 14 kDa subunit
P35268,RPL22,RL22_HUMAN,60S ribosomal protein L22
P35270,SPR,SPRE_HUMAN,Sepiapterin reductase
P35443,THBS4,TSP4_HUMAN,Thrombospondin-4
P35542,SAA4,SAA4_HUMAN,Serum amyloid A-4 protein
P35555,FBN1,FBN1_HUMAN,Fibrillin-1
P35573,AGL,GDE_HUMAN,Glycogen debranching enzyme
P35579,MYH9,MYH9_HUMAN,Myosin-9
P35580,MYH10,MYH10_HUMAN,Myosin-10
P35606,COPB2,COPB2_HUMAN,Coatomer subunit beta'
P35609,ACTN2,ACTN2_HUMAN,Alpha-actinin-2
P35611,ADD1,ADDA_HUMAN,Alpha-adducin
P35613,BSG,BASI_HUMAN,Basigin
P35637,FUS,FUS_HUMAN,RNA-binding protein FUS
P35659,DEK,DEK_HUMAN,Protein DEK
P35749,MYH11,MYH11_HUMAN,Myosin-11
P35754,GLRX,GLRX1_HUMAN,Glutaredoxin-1
P35813,PPM1A,PPM1A_HUMAN,Protein phosphatase 1A
P35908,KRT2,K22E_HUMAN,"Keratin, type II cytoskeletal 2 epidermal"
P35914,HMGCL,HMGCL_HUMAN,"Hydroxymethylglutaryl-CoA lyase, mitochondrial"
P35998,PSMC2,PRS7_HUMAN,26S proteasome regulatory subunit 7
P36269,GGT5,GGT5_HUMAN,Glutathione hydrolase 5 proenzyme
P36404,ARL2,ARL2_HUMAN,ADP-ribosylation factor-like protein 2
P36405,ARL3,ARL3_HUMAN,ADP-ribosylation factor-like protein 3
P36507,MAP2K2,MP2K2_HUMAN,Dual specificity mitogen-activated protein kinase kinase 2
P36542,ATP5F1C,ATPG_HUMAN,"ATP synthase subunit gamma, mitochondrial"
P36543,ATP6V1E1,VATE1_HUMAN,V-type proton ATPase subunit E 1
P36551,CPOX,HEM6_HUMAN,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial"
P36578,RPL4,RL4_HUMAN,60S ribosomal protein L4
P36776,LONP1,LONM_HUMAN,"Lon protease homolog, mitochondrial"
P36871,PGM1,PGM1_HUMAN,Phosphoglucomutase-1
P36873,PPP1CC,PP1G_HUMAN,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit
P36955,SERPINF1,PEDF_HUMAN,Pigment epithelium-derived factor
P36957,DLST,ODO2_HUMAN,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
P36959,GMPR,GMPR1_HUMAN,GMP reductase 1
P36969,GPX4,GPX4_HUMAN,Phospholipid hydroperoxide glutathione peroxidase
P37108,SRP14,SRP14_HUMAN,Signal recognition particle 14 kDa protein
P37235,HPCAL1,HPCL1_HUMAN,Hippocalcin-like protein 1
P37802,TAGLN2,TAGL2_HUMAN,Transgelin-2
P37837,TALDO1,TALDO_HUMAN,Transaldolase
P37840,SNCA,SYUA_HUMAN,Alpha-synuclein
P38117,ETFB,ETFB_HUMAN,Electron transfer flavoprotein subunit beta
P38159,RBMX,RBMX_HUMAN,"RNA-binding motif protein, X chromosome"
P38606,ATP6V1A,VATA_HUMAN,V-type proton ATPase catalytic subunit A
P38646,HSPA9,GRP75_HUMAN,"Stress-70 protein, mitochondrial"
P39019,RPS19,RS19_HUMAN,40S ribosomal protein S19
P39059,COL15A1,COFA1_HUMAN,Collagen alpha-1(XV) chain
P39060,COL18A1,COIA1_HUMAN,Collagen alpha-1(XVIII) chain
P39210,MPV17,MPV17_HUMAN,Protein Mpv17
P39656,DDOST,OST48_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
P39687,ANP32A,AN32A_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A
P40121,CAPG,CAPG_HUMAN,Macrophage-capping protein
P40123,CAP2,CAP2_HUMAN,Adenylyl cyclase-associated protein 2
P40227,CCT6A,TCPZ_HUMAN,T-complex protein 1 subunit zeta
P40261,NNMT,NNMT_HUMAN,Nicotinamide N-methyltransferase
P40429,RPL13A,RL13A_HUMAN,60S ribosomal protein L13a
P40616,ARL1,ARL1_HUMAN,ADP-ribosylation factor-like protein 1
P40763,STAT3,STAT3_HUMAN,Signal transducer and activator of transcription 3
P40855,PEX19,PEX19_HUMAN,Peroxisomal biogenesis factor 19
P40925,MDH1,MDHC_HUMAN,"Malate dehydrogenase, cytoplasmic"
P40926,MDH2,MDHM_HUMAN,"Malate dehydrogenase, mitochondrial"
P40939,HADHA,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial"
P41091,EIF2S3,IF2G_HUMAN,Eukaryotic translation initiation factor 2 subunit 3
P41222,PTGDS,PTGDS_HUMAN,Prostaglandin-H2 D-isomerase
P41227,NAA10,NAA10_HUMAN,N-alpha-acetyltransferase 10
P41236,PPP1R2,IPP2_HUMAN,Protein phosphatase inhibitor 2
P41250,GARS1,GARS_HUMAN,Glycine--tRNA ligase
P41252,IARS1,SYIC_HUMAN,"Isoleucine--tRNA ligase, cytoplasmic"
P41567,EIF1,EIF1_HUMAN,Eukaryotic translation initiation factor 1
P42126,ECI1,ECI1_HUMAN,"Enoyl-CoA delta isomerase 1, mitochondrial"
P42167,TMPO,LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma"
P42224,STAT1,STAT1_HUMAN,Signal transducer and activator of transcription 1-alpha/beta
P42330,AKR1C3,AK1C3_HUMAN,Aldo-keto reductase family 1 member C3
P42566,EPS15,EPS15_HUMAN,Epidermal growth factor receptor substrate 15
P42574,CASP3,CASP3_HUMAN,Caspase-3
P42677,RPS27,RS27_HUMAN,40S ribosomal protein S27
P42704,LRPPRC,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial"
P42765,ACAA2,THIM_HUMAN,"3-ketoacyl-CoA thiolase, mitochondrial"
P42766,RPL35,RL35_HUMAN,60S ribosomal protein L35
P43007,SLC1A4,SATT_HUMAN,Neutral amino acid transporter A
P43034,PAFAH1B1,LIS1_HUMAN,Platelet-activating factor acetylhydrolase IB subunit alpha
P43121,MCAM,MUC18_HUMAN,Cell surface glycoprotein MUC18
P43155,CRAT,CACP_HUMAN,Carnitine O-acetyltransferase
P43243,MATR3,MATR3_HUMAN,Matrin-3
P43251,BTD,BTD_HUMAN,Biotinidase
P43304,GPD2,GPDM_HUMAN,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
P43487,RANBP1,RANG_HUMAN,Ran-specific GTPase-activating protein
P43490,NAMPT,NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase
P43686,PSMC4,PRS6B_HUMAN,26S proteasome regulatory subunit 6B
P43897,TSFM,EFTS_HUMAN,"Elongation factor Ts, mitochondrial"
P45378,TNNT3,TNNT3_HUMAN,"Troponin T, fast skeletal muscle"
P45381,ASPA,ACY2_HUMAN,Aspartoacylase
P45877,PPIC,PPIC_HUMAN,Peptidyl-prolyl cis-trans isomerase C
P45880,VDAC2,VDAC2_HUMAN,Voltage-dependent anion-selective channel protein 2
P45954,ACADSB,ACDSB_HUMAN,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
P45974,USP5,UBP5_HUMAN,Ubiquitin carboxyl-terminal hydrolase 5
P45984,MAPK9,MK09_HUMAN,Mitogen-activated protein kinase 9
P45985,MAP2K4,MP2K4_HUMAN,Dual specificity mitogen-activated protein kinase kinase 4
P46019,PHKA2,KPB2_HUMAN,"Phosphorylase b kinase regulatory subunit alpha, liver isoform"
P46020,PHKA1,KPB1_HUMAN,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform"
P46060,RANGAP1,RAGP1_HUMAN,Ran GTPase-activating protein 1
P46108,CRK,CRK_HUMAN,Adapter molecule crk
P46109,CRKL,CRKL_HUMAN,Crk-like protein
P46199,MTIF2,IF2M_HUMAN,"Translation initiation factor IF-2, mitochondrial"
P46379,BAG6,BAG6_HUMAN,Large proline-rich protein BAG6
P46459,NSF,NSF_HUMAN,Vesicle-fusing ATPase
P46734,MAP2K3,MP2K3_HUMAN,Dual specificity mitogen-activated protein kinase kinase 3
P46776,RPL27A,RL27A_HUMAN,60S ribosomal protein L27a
P46777,RPL5,RL5_HUMAN,60S ribosomal protein L5
P46778,RPL21,RL21_HUMAN,60S ribosomal protein L21
P46781,RPS9,RS9_HUMAN,40S ribosomal protein S9
P46782,RPS5,RS5_HUMAN,40S ribosomal protein S5
P46783,RPS10,RS10_HUMAN,40S ribosomal protein S10
P46821,MAP1B,MAP1B_HUMAN,Microtubule-associated protein 1B
P46926,GNPDA1,GNPI1_HUMAN,Glucosamine-6-phosphate isomerase 1
P46937,YAP1,YAP1_HUMAN,Transcriptional coactivator YAP1
P46939,UTRN,UTRO_HUMAN,Utrophin
P46940,IQGAP1,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1
P46976,GYG1,GLYG_HUMAN,Glycogenin-1
P46977,STT3A,STT3A_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
P47755,CAPZA2,CAZA2_HUMAN,F-actin-capping protein subunit alpha-2
P47756,CAPZB,CAPZB_HUMAN,F-actin-capping protein subunit beta
P47813,EIF1AX,IF1AX_HUMAN,"Eukaryotic translation initiation factor 1A, X-chromosomal"
P47897,QARS1,SYQ_HUMAN,Glutamine--tRNA ligase
P47914,RPL29,RL29_HUMAN,60S ribosomal protein L29
P47985,UQCRFS1,UCRI_HUMAN,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
P48047,ATP5PO,ATPO_HUMAN,"ATP synthase subunit O, mitochondrial"
P48059,LIMS1,LIMS1_HUMAN,LIM and senescent cell antigen-like-containing domain protein 1
P48147,PREP,PPCE_HUMAN,Prolyl endopeptidase
P48163,ME1,MAOX_HUMAN,NADP-dependent malic enzyme
P48426,PIP4K2A,PI42A_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
P48444,ARCN1,COPD_HUMAN,Coatomer subunit delta
P48449,LSS,ERG7_HUMAN,Lanosterol synthase
P48454,PPP3CC,PP2BC_HUMAN,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform
P48506,GCLC,GSH1_HUMAN,Glutamate--cysteine ligase catalytic subunit
P48507,GCLM,GSH0_HUMAN,Glutamate--cysteine ligase regulatory subunit
P48509,CD151,CD151_HUMAN,CD151 antigen
P48556,PSMD8,PSMD8_HUMAN,26S proteasome non-ATPase regulatory subunit 8
P48637,GSS,GSHB_HUMAN,Glutathione synthetase
P48643,CCT5,TCPE_HUMAN,T-complex protein 1 subunit epsilon
P48735,IDH2,IDHP_HUMAN,"Isocitrate dehydrogenase [NADP], mitochondrial"
P48739,PITPNB,PIPNB_HUMAN,Phosphatidylinositol transfer protein beta isoform
P48788,TNNI2,TNNI2_HUMAN,"Troponin I, fast skeletal muscle"
P49023,PXN,PAXI_HUMAN,Paxillin
P49137,MAPKAPK2,MAPK2_HUMAN,MAP kinase-activated protein kinase 2
P49189,ALDH9A1,AL9A1_HUMAN,4-trimethylaminobutyraldehyde dehydrogenase
P49247,RPIA,RPIA_HUMAN,Ribose-5-phosphate isomerase
P49257,LMAN1,LMAN1_HUMAN,Protein ERGIC-53
P49327,FASN,FAS_HUMAN,Fatty acid synthase
P49354,FNTA,FNTA_HUMAN,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
P49368,CCT3,TCPG_HUMAN,T-complex protein 1 subunit gamma
P49407,ARRB1,ARRB1_HUMAN,Beta-arrestin-1
P49411,TUFM,EFTU_HUMAN,"Elongation factor Tu, mitochondrial"
P49419,ALDH7A1,AL7A1_HUMAN,Alpha-aminoadipic semialdehyde dehydrogenase
P49441,INPP1,INPP_HUMAN,Inositol polyphosphate 1-phosphatase
P49458,SRP9,SRP09_HUMAN,Signal recognition particle 9 kDa protein
P49585,PCYT1A,PCY1A_HUMAN,Choline-phosphate cytidylyltransferase A
P49588,AARS1,SYAC_HUMAN,"Alanine--tRNA ligase, cytoplasmic"
P49589,CARS1,SYCC_HUMAN,"Cysteine--tRNA ligase, cytoplasmic"
P49590,HARS2,SYHM_HUMAN,"Histidine--tRNA ligase, mitochondrial"
P49591,SARS1,SYSC_HUMAN,"Serine--tRNA ligase, cytoplasmic"
P49720,PSMB3,PSB3_HUMAN,Proteasome subunit beta type-3
P49721,PSMB2,PSB2_HUMAN,Proteasome subunit beta type-2
P49747,COMP,COMP_HUMAN,Cartilage oligomeric matrix protein
P49748,ACADVL,ACADV_HUMAN,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
P49753,ACOT2,ACOT2_HUMAN,"Acyl-coenzyme A thioesterase 2, mitochondrial"
P49755,TMED10,TMEDA_HUMAN,Transmembrane emp24 domain-containing protein 10
P49773,HINT1,HINT1_HUMAN,Histidine triad nucleotide-binding protein 1
P49789,FHIT,FHIT_HUMAN,Bis(5'-adenosyl)-triphosphatase
P49821,NDUFV1,NDUV1_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
P49840,GSK3A,GSK3A_HUMAN,Glycogen synthase kinase-3 alpha
P49841,GSK3B,GSK3B_HUMAN,Glycogen synthase kinase-3 beta
P49902,NT5C2,5NTC_HUMAN,Cytosolic purine 5'-nucleotidase
P49903,SEPHS1,SPS1_HUMAN,"Selenide, water dikinase 1"
P49908,SELENOP,SEPP1_HUMAN,Selenoprotein P
P50135,HNMT,HNMT_HUMAN,Histamine N-methyltransferase
P50148,GNAQ,GNAQ_HUMAN,Guanine nucleotide-binding protein G(q) subunit alpha
P50213,IDH3A,IDH3A_HUMAN,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
P50225,SULT1A1,ST1A1_HUMAN,Sulfotransferase 1A1
P50238,CRIP1,CRIP1_HUMAN,Cysteine-rich protein 1
P50395,GDI2,GDIB_HUMAN,Rab GDP dissociation inhibitor beta
P50402,EMD,EMD_HUMAN,Emerin
P50416,CPT1A,CPT1A_HUMAN,"Carnitine O-palmitoyltransferase 1, liver isoform"
P50454,SERPINH1,SERPH_HUMAN,Serpin H1
P50461,CSRP3,CSRP3_HUMAN,Cysteine and glycine-rich protein 3
P50502,ST13,F10A1_HUMAN,Hsc70-interacting protein
P50552,VASP,VASP_HUMAN,Vasodilator-stimulated phosphoprotein
P50570,DNM2,DYN2_HUMAN,Dynamin-2
P50579,METAP2,MAP2_HUMAN,Methionine aminopeptidase 2
P50583,NUDT2,AP4A_HUMAN,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]
P50895,BCAM,BCAM_HUMAN,Basal cell adhesion molecule
P50897,PPT1,PPT1_HUMAN,Palmitoyl-protein thioesterase 1
P50914,RPL14,RL14_HUMAN,60S ribosomal protein L14
P50990,CCT8,TCPQ_HUMAN,T-complex protein 1 subunit theta
P50991,CCT4,TCPD_HUMAN,T-complex protein 1 subunit delta
P50993,ATP1A2,AT1A2_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-2
P50995,ANXA11,ANX11_HUMAN,Annexin A11
P51114,FXR1,FXR1_HUMAN,Fragile X mental retardation syndrome-related protein 1
P51148,RAB5C,RAB5C_HUMAN,Ras-related protein Rab-5C
P51149,RAB7A,RAB7A_HUMAN,Ras-related protein Rab-7a
P51151,RAB9A,RAB9A_HUMAN,Ras-related protein Rab-9A
P51398,DAP3,RT29_HUMAN,"28S ribosomal protein S29, mitochondrial"
P51452,DUSP3,DUS3_HUMAN,Dual specificity protein phosphatase 3
P51553,IDH3G,IDH3G_HUMAN,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"
P51570,GALK1,GALK1_HUMAN,Galactokinase
P51571,SSR4,SSRD_HUMAN,Translocon-associated protein subunit delta
P51572,BCAP31,BAP31_HUMAN,B-cell receptor-associated protein 31
P51608,MECP2,MECP2_HUMAN,Methyl-CpG-binding protein 2
P51636,CAV2,CAV2_HUMAN,Caveolin-2
P51648,ALDH3A2,AL3A2_HUMAN,Aldehyde dehydrogenase family 3 member A2
P51649,ALDH5A1,SSDH_HUMAN,"Succinate-semialdehyde dehydrogenase, mitochondrial"
P51659,HSD17B4,DHB4_HUMAN,Peroxisomal multifunctional enzyme type 2
P51665,PSMD7,PSMD7_HUMAN,26S proteasome non-ATPase regulatory subunit 7
P51668,UBE2D1,UB2D1_HUMAN,Ubiquitin-conjugating enzyme E2 D1
P51687,SUOX,SUOX_HUMAN,"Sulfite oxidase, mitochondrial"
P51692,STAT5B,STA5B_HUMAN,Signal transducer and activator of transcription 5B
P51808,DYNLT3,DYLT3_HUMAN,Dynein light chain Tctex-type 3
P51812,RPS6KA3,KS6A3_HUMAN,Ribosomal protein S6 kinase alpha-3
P51858,HDGF,HDGF_HUMAN,Hepatoma-derived growth factor
P51884,LUM,LUM_HUMAN,Lumican
P51888,PRELP,PRELP_HUMAN,Prolargin
P51911,CNN1,CNN1_HUMAN,Calponin-1
P51970,NDUFA8,NDUA8_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
P51991,HNRNPA3,ROA3_HUMAN,Heterogeneous nuclear ribonucleoprotein A3
P52179,MYOM1,MYOM1_HUMAN,Myomesin-1
P52209,PGD,6PGD_HUMAN,"6-phosphogluconate dehydrogenase, decarboxylating"
P52272,HNRNPM,HNRPM_HUMAN,Heterogeneous nuclear ribonucleoprotein M
P52294,KPNA1,IMA5_HUMAN,Importin subunit alpha-5
P52434,POLR2H,RPAB3_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
P52564,MAP2K6,MP2K6_HUMAN,Dual specificity mitogen-activated protein kinase kinase 6
P52565,ARHGDIA,GDIR1_HUMAN,Rho GDP-dissociation inhibitor 1
P52566,ARHGDIB,GDIR2_HUMAN,Rho GDP-dissociation inhibitor 2
P52594,AGFG1,AGFG1_HUMAN,Arf-GAP domain and FG repeat-containing protein 1
P52597,HNRNPF,HNRPF_HUMAN,Heterogeneous nuclear ribonucleoprotein F
P52758,RIDA,RIDA_HUMAN,2-iminobutanoate/2-iminopropanoate deaminase
P52788,SMS,SPSY_HUMAN,Spermine synthase
P52789,HK2,HXK2_HUMAN,Hexokinase-2
P52815,MRPL12,RM12_HUMAN,"39S ribosomal protein L12, mitochondrial"
P52888,THOP1,THOP1_HUMAN,Thimet oligopeptidase
P52895,AKR1C2,AK1C2_HUMAN,Aldo-keto reductase family 1 member C2
P52907,CAPZA1,CAZA1_HUMAN,F-actin-capping protein subunit alpha-1
P52943,CRIP2,CRIP2_HUMAN,Cysteine-rich protein 2
P53004,BLVRA,BIEA_HUMAN,Biliverdin reductase A
P53041,PPP5C,PPP5_HUMAN,Serine/threonine-protein phosphatase 5
P53367,ARFIP1,ARFP1_HUMAN,Arfaptin-1
P53384,NUBP1,NUBP1_HUMAN,Cytosolic Fe-S cluster assembly factor NUBP1
P53396,ACLY,ACLY_HUMAN,ATP-citrate synthase
P53597,SUCLG1,SUCA_HUMAN,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
P53609,PGGT1B,PGTB1_HUMAN,Geranylgeranyl transferase type-1 subunit beta
P53618,COPB1,COPB_HUMAN,Coatomer subunit beta
P53621,COPA,COPA_HUMAN,Coatomer subunit alpha
P53634,CTSC,CATC_HUMAN,Dipeptidyl peptidase 1
P53680,AP2S1,AP2S1_HUMAN,AP-2 complex subunit sigma
P53701,HCCS,CCHL_HUMAN,Cytochrome c-type heme lyase
P53778,MAPK12,MK12_HUMAN,Mitogen-activated protein kinase 12
P53814,SMTN,SMTN_HUMAN,Smoothelin
P53985,SLC16A1,MOT1_HUMAN,Monocarboxylate transporter 1
P53990,IST1,IST1_HUMAN,IST1 homolog
P53992,SEC24C,SC24C_HUMAN,Protein transport protein Sec24C
P53999,SUB1,TCP4_HUMAN,Activated RNA polymerase II transcriptional coactivator p15
P54136,RARS1,SYRC_HUMAN,"Arginine--tRNA ligase, cytoplasmic"
P54284,CACNB3,CACB3_HUMAN,Voltage-dependent L-type calcium channel subunit beta-3
P54289,CACNA2D1,CA2D1_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-1
P54296,MYOM2,MYOM2_HUMAN,Myomesin-2
P54577,YARS1,SYYC_HUMAN,"Tyrosine--tRNA ligase, cytoplasmic"
P54578,USP14,UBP14_HUMAN,Ubiquitin carboxyl-terminal hydrolase 14
P54619,PRKAG1,AAKG1_HUMAN,5'-AMP-activated protein kinase subunit gamma-1
P54646,PRKAA2,AAPK2_HUMAN,5'-AMP-activated protein kinase catalytic subunit alpha-2
P54652,HSPA2,HSP72_HUMAN,Heat shock-related 70 kDa protein 2
P54725,RAD23A,RD23A_HUMAN,UV excision repair protein RAD23 homolog A
P54727,RAD23B,RD23B_HUMAN,UV excision repair protein RAD23 homolog B
P54819,AK2,KAD2_HUMAN,"Adenylate kinase 2, mitochondrial"
P54868,HMGCS2,HMCS2_HUMAN,"Hydroxymethylglutaryl-CoA synthase, mitochondrial"
P54920,NAPA,SNAA_HUMAN,Alpha-soluble NSF attachment protein
P54922,ADPRH,ADPRH_HUMAN,[Protein ADP-ribosylarginine] hydrolase
P55010,EIF5,IF5_HUMAN,Eukaryotic translation initiation factor 5
P55036,PSMD4,PSMD4_HUMAN,26S proteasome non-ATPase regulatory subunit 4
P55039,DRG2,DRG2_HUMAN,Developmentally-regulated GTP-binding protein 2
P55042,RRAD,RAD_HUMAN,GTP-binding protein RAD
P55058,PLTP,PLTP_HUMAN,Phospholipid transfer protein
P55060,CSE1L,XPO2_HUMAN,Exportin-2
